Area,Element,mean,std,min,max,Cluster
Nigeria,Temperature change,0.7253584905660377,0.7248077339632478,-1.652,2.757,8
Niue,Standard Deviation,0.5328867924528302,0.12899458253045398,0.289,0.757,0
Niue,Temperature change,0.08234090909090909,0.6266424351600682,-1.073,1.196,3
Non-Annex I countries,Standard Deviation,0.277752688172043,0.07974356399189823,0.179,0.493,0
Non-Annex I countries,Temperature change,0.4161851851851852,0.49661651743165636,-0.557,1.523,3
Norfolk Island,Standard Deviation,0.5531237113402062,0.13294800500978746,0.298,0.788,0
Norfolk Island,Temperature change,0.14811827956989249,0.5997814973417651,-1.322,1.943,3
North Macedonia,Temperature change,0.8837073170731707,1.2067015215848207,-1.428,3.827,1
Northern Africa,Standard Deviation,0.4738282828282828,0.17215998968709906,0.257,0.804,0
Northern Africa,Temperature change,0.5482812499999999,0.8896030777010966,-1.427,3.007,8
Northern America,Standard Deviation,0.7445638297872341,0.3563614680095888,0.306,1.621,4
Northern America,Temperature change,0.5076324786324786,1.0110983750894165,-1.604,3.518,8
Northern Europe,Standard Deviation,1.222659793814433,0.6019946858603686,0.653,2.643,2
Northern Europe,Temperature change,0.6297176470588235,1.6918253358271884,-4.872,5.296,9
Norway,Standard Deviation,1.4813716814159292,0.5264957976139822,0.735,2.485,2
Norway,Temperature change,0.3469904761904762,1.629155458979839,-5.055,4.743,7
OECD,Standard Deviation,0.44828828828828826,0.17349060165204588,0.247,0.93,0
OECD,Temperature change,0.5834757281553398,0.745750718544088,-1.322,2.652,8
Oceania,Standard Deviation,0.5420652173913043,0.13356907949318034,0.31,0.771,0
Oceania,Temperature change,0.4242371134020618,0.693334406647745,-1.085,2.243,3
Oman,Standard Deviation,0.7161414141414141,0.2370498531094341,0.348,1.163,4
Oman,Temperature change,0.2866627906976744,0.8483350283032276,-2.633,3.194,8
Pacific Islands Trust Territory,Standard Deviation,0.20811363636363636,0.03607693066218673,0.158,0.31,0
Pacific Islands Trust Territory,Temperature change,-0.006816326530612246,0.20785007351748633,-0.369,0.7,0
Pakistan,Standard Deviation,0.816342857142857,0.3700547212282215,0.366,1.586,4
Pakistan,Temperature change,0.10769607843137256,1.0355919892038954,-4.508,3.026,7
Palau,Temperature change,0.49554347826086953,0.32085183195305716,-0.032,1.367,0
Palestine,Standard Deviation,0.9566290322580645,0.2998997520240665,0.472,1.491,4
Palestine,Temperature change,0.26629166666666665,1.069949186365179,-2.926,2.609,8
Panama,Temperature change,0.3270098039215686,0.5741555571997256,-0.746,1.617,3
Papua New Guinea,Standard Deviation,0.26112621359223304,0.053039696493758434,0.174,0.345,0
Papua New Guinea,Temperature change,0.4096396396396396,0.46580627640864514,-0.584,1.903,3
Paraguay,Standard Deviation,1.0357959183673469,0.4857320749579569,0.458,2.058,4
Paraguay,Temperature change,0.23278160919540233,1.1930252382882474,-3.363,3.595,7
Peru,Standard Deviation,0.4400350877192983,0.08545390827441868,0.314,0.573,0
Peru,Temperature change,0.4719145299145299,0.5424391364658531,-0.76,1.74,3
Philippines,Standard Deviation,0.2900392156862745,0.08523815461023873,0.163,0.452,0
Philippines,Temperature change,0.4292527472527472,0.48029288734194014,-0.564,1.611,3
Pitcairn Islands,Standard Deviation,0.6900821917808219,0.13318364028503585,0.436,0.905,4
Pitcairn Islands,Temperature change,-0.08942268041237113,0.6145557818974402,-2.071,1.581,3
Poland,Standard Deviation,1.5411630434782608,0.7094859348894944,0.708,3.375,2
Poland,Temperature change,0.7007663551401869,1.88066301325447,-6.784,5.162,9
Polynesia,Standard Deviation,0.2906138613861386,0.0810473898774081,0.162,0.43,0
Polynesia,Temperature change,0.30774489795918364,0.45318297688760456,-0.603,1.476,3
Portugal,Standard Deviation,1.027991304347826,0.2780718225930372,0.443,1.411,4
Portugal,Temperature change,0.689808988764045,1.2569756893252337,-2.268,4.131,1
Puerto Rico,Standard Deviation,0.37277884615384616,0.09885126188043704,0.227,0.548,0
Puerto Rico,Temperature change,0.24200917431192662,0.4931845777118648,-1.314,1.859,3
Qatar,Standard Deviation,0.8405145631067961,0.29732479975700404,0.399,1.316,4
Qatar,Temperature change,0.775116504854369,0.961037687748997,-1.719,3.414,1
Republic of Korea,Standard Deviation,1.0732571428571427,0.41942637174918007,0.504,1.788,4
Republic of Korea,Temperature change,0.3690102040816326,1.1288808571259967,-2.774,3.254,8
Republic of Moldova,Temperature change,0.8747400000000001,1.7532845888183,-5.081,4.335,9
Romania,Standard Deviation,1.4618859649122806,0.6200422731630785,0.633,3.065,2
Romania,Temperature change,0.3812222222222222,1.6096054391626324,-5.637,4.379,7
Russian Federation,Temperature change,1.380219512195122,1.1833241633676532,-1.737,3.665,5
Rwanda,Standard Deviation,0.35511111111111116,0.05970220831444414,0.241,0.481,0
Rwanda,Temperature change,0.3165806451612903,0.5481728681627183,-1.41,1.711,3
Réunion,Standard Deviation,0.48641666666666666,0.08358189236266246,0.312,0.628,0
Réunion,Temperature change,0.5184621848739496,0.6129128534553501,-1.029,2.151,3
"Saint Helena, Ascension and Tristan da Cunha",Standard Deviation,0.3938333333333333,0.0667077943314078,0.228,0.501,0
"Saint Helena, Ascension and Tristan da Cunha",Temperature change,0.7166043956043956,0.8385585367379066,-1.398,2.825,8
Saint Kitts and Nevis,Standard Deviation,0.37666326530612243,0.10365395878948865,0.248,0.58,0
Saint Kitts and Nevis,Temperature change,0.21177477477477474,0.4869872629412337,-1.012,1.59,3
Saint Lucia,Standard Deviation,0.36996396396396397,0.0892111823329063,0.272,0.568,0
Saint Lucia,Temperature change,0.3612079207920792,0.5346661447451424,-0.716,1.895,3
Saint Pierre and Miquelon,Standard Deviation,1.1706415094339624,0.4900338411769664,0.684,2.431,2
Saint Pierre and Miquelon,Temperature change,0.14418867924528303,1.2808889778528447,-2.594,4.704,7
Saint Vincent and the Grenadines,Standard Deviation,0.40338541666666666,0.09249152106705912,0.287,0.584,0
Saint Vincent and the Grenadines,Temperature change,0.4169876543209877,0.5812174398154953,-0.583,2.342,3
Samoa,Standard Deviation,0.3390916666666667,0.08530459471535998,0.172,0.504,0
Samoa,Temperature change,0.4024893617021277,0.5739623783085148,-1.092,1.714,3
San Marino,Standard Deviation,1.1186666666666667,0.4671844679597169,0.364,2.228,2
San Marino,Temperature change,0.6770842105263158,1.3702847790922403,-3.223,4.12,1
Sao Tome and Principe,Standard Deviation,0.30761052631578945,0.09095092138501883,0.2,0.537,0
Sao Tome and Principe,Temperature change,0.40075555555555553,0.571521236565356,-0.702,1.795,3
Saudi Arabia,Standard Deviation,0.7887383177570093,0.26494276122484506,0.409,1.336,4
Saudi Arabia,Temperature change,0.6481810344827585,0.9667277805691412,-1.975,3.042,8
Senegal,Standard Deviation,0.6008488372093024,0.1485768976928909,0.407,0.953,0
Senegal,Temperature change,0.8446516853932585,0.6209136980934481,-1.047,2.425,4
Serbia,Temperature change,1.747344827586207,1.5332595129299373,-2.284,5.402,5
Serbia and Montenegro,Temperature change,0.5196999999999999,1.3487208793988161,-3.333,2.32,7
Seychelles,Standard Deviation,0.34827551020408165,0.036393547805922355,0.26,0.415,0
Seychelles,Temperature change,0.41124271844660193,0.5217432969968708,-0.876,1.433,3
Sierra Leone,Standard Deviation,0.35185365853658535,0.10081386367909252,0.234,0.608,0
Sierra Leone,Temperature change,0.6434,0.5888208900050415,-0.552,2.005,3
Singapore,Standard Deviation,0.35433333333333333,0.06166406686926464,0.212,0.483,0
Singapore,Temperature change,0.18516981132075472,0.40706221107651613,-0.492,1.693,3
Slovakia,Temperature change,1.3375192307692307,1.4218024667740898,-2.784,3.642,5
Slovenia,Temperature change,1.4397659574468085,1.0058631208799464,-0.614,3.767,2
Small Island Developing States,Standard Deviation,0.24469444444444444,0.049014485429630536,0.142,0.337,0
Small Island Developing States,Temperature change,0.42306481481481484,0.4545493048351671,-0.335,1.53,3
Solomon Islands,Standard Deviation,0.29283146067415733,0.06605958673030395,0.18,0.397,0
Solomon Islands,Temperature change,0.42308045977011494,0.5734651145771602,-0.524,2.027,3
Somalia,Standard Deviation,0.4399368421052632,0.1081157585425953,0.222,0.657,0
Somalia,Temperature change,0.6585826086956521,0.8052051060771932,-1.535,3.828,8
South Africa,Standard Deviation,0.5778510638297872,0.14808388769395212,0.279,0.788,0
South Africa,Temperature change,0.3503529411764706,0.7061260461115982,-1.27,2.053,3
South America,Standard Deviation,0.3449537037037037,0.09084724616457608,0.2,0.564,0
South America,Temperature change,0.4533853211009174,0.5177900137131396,-0.544,1.853,3
South Georgia and the South Sandwich Islands,Standard Deviation,0.9469759036144578,0.3094379632023515,0.35,1.56,4
South Georgia and the South Sandwich Islands,Temperature change,0.1181875,1.1250502520940309,-2.534,3.198,8
South Sudan,Temperature change,1.3391250000000001,0.5690596775968814,0.438,2.393,2
South-Eastern Asia,Standard Deviation,0.29530208333333335,0.12005455950846655,0.143,0.567,0
South-Eastern Asia,Temperature change,0.28206086956521736,0.4273989115518761,-0.94,1.357,3
Southern Africa,Standard Deviation,0.5796483516483516,0.13524532225440256,0.285,0.852,0
Southern Africa,Temperature change,0.4377755102040816,0.7625507322059832,-1.259,2.912,8
Southern Asia,Standard Deviation,0.5594871794871794,0.29004017603347265,0.192,1.265,0
Southern Asia,Temperature change,0.35309090909090907,0.5960466046031418,-1.186,2.098,3
Southern Europe,Standard Deviation,0.7281919191919192,0.23347633174490004,0.32,1.294,4
Southern Europe,Temperature change,0.5046593406593407,1.0161577001384539,-2.169,2.867,8
Spain,Standard Deviation,0.921989898989899,0.28633876379566653,0.403,1.499,4
Spain,Temperature change,0.4261052631578947,0.9962172760709467,-1.758,3.215,8
Sri Lanka,Standard Deviation,0.31804166666666667,0.07238012473145061,0.187,0.494,0
Sri Lanka,Temperature change,0.4401913043478261,0.510886087753977,-0.821,2.107,3
Sudan,Temperature change,0.9294545454545454,0.9479481382054995,-0.227,2.435,2
Sudan (former),Standard Deviation,0.6046704545454545,0.25947434580036366,0.286,1.139,0
Sudan (former),Temperature change,0.3864827586206897,0.84777059015779,-2.595,2.683,8
Suriname,Standard Deviation,0.38212037037037033,0.06340416531507058,0.236,0.5,0
Suriname,Temperature change,0.6214864864864865,0.725235433432919,-1.13,2.35,3
Svalbard and Jan Mayen Islands,Standard Deviation,2.1748979591836735,1.3507768630718493,0.585,4.373,5
Svalbard and Jan Mayen Islands,Temperature change,0.7871634615384616,2.7324494474243526,-7.321,9.223,6
Sweden,Standard Deviation,1.7135789473684209,0.7656401240478922,0.792,3.178,2
Sweden,Temperature change,0.8976666666666667,1.9314244170528339,-4.793,6.4,9
Switzerland,Standard Deviation,1.2685652173913042,0.48313281618805737,0.459,2.724,2
Switzerland,Temperature change,0.6553829787234042,1.3949205404308025,-4.636,4.768,9
Syrian Arab Republic,Standard Deviation,1.0240782608695653,0.35109553225422657,0.557,1.819,4
Syrian Arab Republic,Temperature change,0.48403124999999997,1.2882318151402232,-2.331,3.816,1
Tajikistan,Temperature change,0.9358958333333334,1.4805929122811456,-2.152,5.608,1
Thailand,Standard Deviation,0.5156770833333333,0.2593818763620306,0.187,1.063,0
Thailand,Temperature change,0.43218446601941746,0.6870376127439873,-1.333,2.194,3
Timor-Leste,Standard Deviation,0.5224799999999999,0.12459180485825636,0.356,0.862,0
Timor-Leste,Temperature change,0.26471604938271603,0.7544552543817277,-1.876,2.071,3
Togo,Standard Deviation,0.3929714285714286,0.10278370279591778,0.206,0.589,0
Togo,Temperature change,0.5518297872340425,0.5920419310618447,-0.762,2.082,3
Tokelau,Standard Deviation,0.3618227848101266,0.05771631762639172,0.198,0.434,0
Tokelau,Temperature change,0.14330645161290323,0.7242422968508938,-1.791,2.535,8
Tonga,Standard Deviation,0.4472210526315789,0.11183614333625326,0.252,0.619,0
Tonga,Temperature change,0.6253571428571428,0.6545819670189454,-0.942,1.974,3
Trinidad and Tobago,Standard Deviation,0.40729885057471266,0.12328621595772614,0.212,0.613,0
Trinidad and Tobago,Temperature change,0.4610102040816327,0.5770745720879351,-0.776,1.871,3
Tunisia,Standard Deviation,0.923896551724138,0.29029652180032484,0.371,1.59,4
Tunisia,Temperature change,0.8065399999999999,1.1960462933171006,-1.582,4.632,1
Turkey,Standard Deviation,1.317123595505618,0.56657350923666,0.535,2.329,2
Turkey,Temperature change,0.5204690265486726,1.2970786617763976,-3.169,3.65,7
Turkmenistan,Temperature change,0.7159399999999999,1.6538017600766584,-4.362,3.947,9
Turks and Caicos Islands,Standard Deviation,0.5640337078651685,0.2256394675259931,0.323,1.127,0
Turks and Caicos Islands,Temperature change,0.5961829268292683,0.7689786095380873,-1.427,2.291,8
Tuvalu,Standard Deviation,0.2954782608695652,0.06027340454292016,0.185,0.408,0
Tuvalu,Temperature change,0.23860227272727272,0.4698347114536445,-0.563,1.375,3
USSR,Standard Deviation,0.8829661016949152,0.48381283664249597,0.366,2.109,4
USSR,Temperature change,0.23604166666666668,0.8652991109543795,-1.871,2.29,8
Uganda,Standard Deviation,0.36664044943820223,0.09399712848503446,0.247,0.558,0
Uganda,Temperature change,0.4821122448979592,0.6528631766897123,-0.859,2.082,3
Ukraine,Temperature change,1.4423260869565215,1.7484606315823177,-2.889,6.081,5
United Arab Emirates,Standard Deviation,0.7609247311827958,0.28641753637406697,0.333,1.299,4
United Arab Emirates,Temperature change,0.3854020618556701,0.9679564885601544,-2.057,2.81,8
United Kingdom,Standard Deviation,0.9774299999999999,0.2679043721671272,0.444,1.576,4
United Kingdom,Temperature change,0.39332673267326734,1.06119184984536,-2.139,3.081,8
United Republic of Tanzania,Standard Deviation,0.3517142857142857,0.053183377108721355,0.25,0.454,0
United Republic of Tanzania,Temperature change,0.39948809523809525,0.6286904633058702,-0.868,1.912,3
United States Virgin Islands,Standard Deviation,0.3976929824561404,0.09945062609136401,0.238,0.56,0
United States Virgin Islands,Temperature change,0.27244117647058824,0.4667188729915718,-0.944,1.187,3
United States of America,Standard Deviation,0.6363939393939394,0.2979164318580925,0.284,1.336,4
United States of America,Temperature change,0.4484301075268817,0.9031437051362106,-3.498,2.946,8
Uruguay,Standard Deviation,0.9755434782608695,0.317828705438882,0.384,1.697,4
Uruguay,Temperature change,0.43097752808988765,1.0445795693780358,-1.796,4.783,1
Uzbekistan,Temperature change,1.4162857142857144,1.6603923762790451,-4.26,5.434,5
Vanuatu,Standard Deviation,0.3545357142857143,0.09347957608713867,0.218,0.548,0
Vanuatu,Temperature change,0.3950842105263158,0.5659325887071766,-0.95,1.902,3
Venezuela (Bolivarian Republic of),Standard Deviation,0.3974421052631579,0.09397110418129945,0.281,0.581,0
Venezuela (Bolivarian Republic of),Temperature change,0.4192386363636364,0.5351604334445474,-1.062,1.531,3
Viet Nam,Standard Deviation,0.5664774774774775,0.3001140040005054,0.2,1.042,0
Viet Nam,Temperature change,0.422,0.7710625234663787,-1.518,2.34,8
Wake Island,Temperature change,0.3341486486486486,0.7948717081362304,-1.778,3.53,8
Wallis and Futuna Islands,Standard Deviation,0.36475961538461543,0.08984101331595189,0.171,0.518,0
Wallis and Futuna Islands,Temperature change,0.4327096774193548,0.5714015678602533,-0.647,2.149,3
Western Africa,Standard Deviation,0.5184678899082569,0.14777601724978912,0.336,0.915,0
Western Africa,Temperature change,0.613644859813084,0.6570264670056837,-1.024,2.468,3
Western Asia,Standard Deviation,0.7151340206185567,0.26119890365015175,0.406,1.261,4
Western Asia,Temperature change,0.3307395833333333,0.9892748992095883,-3.157,2.571,8
Western Europe,Standard Deviation,1.244635294117647,0.4471680425335706,0.481,2.145,2
Western Europe,Temperature change,0.4746796116504854,1.5905702838031064,-4.188,5.039,9
Western Sahara,Standard Deviation,1.02842,0.2684291822037721,0.479,1.663,4
Western Sahara,Temperature change,0.8756262626262626,1.147929445548069,-2.298,3.193,1
World,Standard Deviation,0.29459813084112146,0.11735005364639975,0.178,0.58,0
World,Temperature change,0.4508541666666666,0.5663681521518755,-0.46,2.046,3
Yemen,Standard Deviation,0.4727,0.08427197224535837,0.308,0.658,0
Yemen,Temperature change,0.18578787878787878,0.5975527660035624,-1.08,1.637,3
Yugoslav SFR,Standard Deviation,1.3447692307692307,0.5418393733254083,0.499,2.753,2
Yugoslav SFR,Temperature change,-0.11284745762711863,1.4633153526008047,-4.805,2.751,7
Zambia,Standard Deviation,0.49564814814814817,0.12767916236101914,0.264,0.695,0
Zambia,Temperature change,0.4351428571428571,0.6901127190492616,-1.584,2.055,3
Zimbabwe,Standard Deviation,0.6526206896551724,0.17684346260078465,0.313,0.92,0
Zimbabwe,Temperature change,0.3343152173913044,0.7491643832781159,-1.055,2.334,3
